Player Name,Pos,Salary,Team,Proj FP,Actual FP
Nikola Jokic,C,11200,DEN,54.5,60.8
Joel Embiid,C,10200,PHI,49.9,16.5
Stephen Curry,PG,9600,GSW,45.8,53.2
C.J. McCollum,SG,9500,POR,42.1,33.6
Damian Lillard,PG,9200,POR,45.9,33.2
Domas Sabonis,PF,9200,IND,48.8,51.5
Pascal Siakam,PF,8900,TOR,42.7,39.4
Malcolm Brogdon,PG,8600,IND,42.7,48.5
Fred Van Vleet,SG,8200,TOR,39.1,26.2
Ben Simmons,PG,8200,PHI,40.4,44.0
Christian Wood,PF,8100,HOU,45.6,50.5
DeMar DeRozan,SG,8100,SAS,39.5,35.7
Myles Turner,C,7800,IND,35.9,35.0
LaMelo Ball,PG,7800,CHA,38.1,44.7
Gordon Hayward,SF,7800,CHA,0.0,0.0
Chris Boucher,PF,7800,TOR,37.3,48.0
Tobias Harris,SF,7600,PHI,34.3,28.8
Dejounte Murray,PG,7500,SAS,35.4,43.1
Kyle Lowry,PG,7200,TOR,37.9,43.2
LaMarcus Aldridge,PF,7200,SAS,33.6,12.9
Victor Oladipo,SG,7000,IND,0.0,0.0
Jamal Murray,PG,7000,DEN,32.4,39.8
Andrew Wiggins,SG,6800,GSW,31.0,27.1
Terry Rozier,PG,6700,CHA,32.2,41.1
Keldon Johnson,SF,6600,SAS,30.6,44.2
Tyler Herro,SG,6500,MIA,38.1,28.7
PJ Washington,PF,6500,CHA,32.9,40.7
Jusuf Nurkic,C,6400,POR,33.7,18.6
Devonte' Graham,SG,5900,CHA,31.9,24.8
Will Barton,SF,5700,DEN,30.3,32.3
Draymond Green,PF,5700,GSW,28.0,14.3
Tyrese Maxey,SG,5600,PHI,23.8,18.7
O.G. Anunoby,SF,5500,TOR,28.4,32.0
Shake Milton,PG,5400,PHI,24.3,51.9
Enes Kanter,C,5300,POR,22.1,15.8
Kelly Oubre,SF,5300,GSW,25.3,28.0
Kelly Olynyk,PF,5300,MIA,34.9,26.2
Lonnie Walker,SG,5200,SAS,22.5,20.6
Aaron Holiday,SG,5000,IND,16.9,11.7
Duncan Robinson,SF,4900,MIA,28.0,22.9
Danny Green,SF,4900,PHI,23.0,25.7
Robert Covington,PF,4800,POR,25.2,12.7
David Nwaba,SG,4800,HOU,21.6,20.1
Tony Bradley,PF,4600,PHI,0.0,3.0
Dwight Howard,C,4600,PHI,15.6,13.8
DeMarcus Cousins,C,4600,HOU,28.3,16.8
Norman Powell,SG,4600,TOR,18.0,19.5
Rudy Gay,SF,4500,SAS,22.2,11.0
Gabe Vincent,PG,4500,MIA,24.7,30.4
